establecimiento,filas,dataset
"('COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAÍSO', 'retalhuleu')",[],retalhuleu
"('COLEGIO CRISTIANO BELÉN', 'retalhuleu')",[],retalhuleu
"('COLEGIO EXPERIMENTAL DISTRITO DE ALTO RENDIMIENTO DAR LA TRINIDAD', 'retalhuleu')",[],retalhuleu
"('INSTITUTO TECNOLÓGICO DE EDUCACIÓN BILINGUE INTERCULTURAL', 'retalhuleu')",[],retalhuleu
"('COLEGIO SMART KIDS GARDEN', 'retalhuleu')",[],retalhuleu
"('COLEGIO PRIVADO MIXTO DE EDUCACIÓN MEDIA PROF. JULIO CÉSAR ACOSTA BARRASCOUT', 'retalhuleu')",[],retalhuleu
"('LICEO CRISTIANO MIXTO LA FE', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DE COMPUTACIÓN INFORMÁTICA', 'retalhuleu')",[],retalhuleu
"('COLEGIO CRISTIANO MIXTO BLESSING', 'retalhuleu')",[],retalhuleu
"('INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACIÓN MEDIA', 'retalhuleu')",[],retalhuleu
"('COLEGIO CRISTIANO VERBO', 'retalhuleu')",[],retalhuleu
"('PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA', 'retalhuleu')",[],retalhuleu
"('MODALIDADES FLEXIBLES', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO MARIO MONTEFORTE TOLEDO', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO NAPOLEÓN VILLATORO', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGELICO MIXTO BUENA CREACION', 'retalhuleu')",[],retalhuleu
"('LICEO TECNOLÓGICO JAVIER MARTÍNEZ', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGELICO MIXTO SINAÍ II', 'retalhuleu')",[],retalhuleu
"('INSTITUTO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO ISIDRO TARACENA', 'retalhuleu')",[],retalhuleu
"('COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN MIGUEL ANGEL ASTURIAS', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO CRISTIANO NUEVOS HORIZONTES', 'retalhuleu')",[],retalhuleu
"('COLEGIO CENTRO EDUCATIVO NUEVA CANDELARIA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO PRIVADO MIXTO POETA ORELLANA MATTA', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGELICO MIXTO PALABRA VIVA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS', 'retalhuleu')",[],retalhuleu
"('COLEGIO JOSÉ BATRES MONTUFAR', 'retalhuleu')",[],retalhuleu
"('COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO', 'retalhuleu')",[],retalhuleu
"('COLEGIO NACIONAL DE EDUCACIÓN VIRTUAL TESLA', 'retalhuleu')",[],retalhuleu
"('COLEGIO TECNOLÓGICO CENTROAMERICANO COLTEC', 'retalhuleu')",[],retalhuleu
"(' EL BOSQUE ', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DE EDUCACION ARTISTICA DEL SUR IDEAS', 'retalhuleu')",[],retalhuleu
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'retalhuleu')",[],retalhuleu
"('COLEGIO PRIVADO URBANO MIXTO MONTERREY', 'retalhuleu')",[],retalhuleu
"('ESCUELA NORMAL DE EDUCACION FISICA', 'retalhuleu')",[],retalhuleu
"('COLEGIO CIENTIFICO AMERICANO GALILEO ', 'retalhuleu')",[],retalhuleu
"('COLEGIO CIENTIFICO ALBERT EINSTEIN ', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO CRISTIANO NUEVOS HORIZONTES ', 'retalhuleu')",[],retalhuleu
"('COLEGIO TECNOLOGICO SANTA MARIA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO BASICO Y DIVERSIFICADO POR MADUREZ DESARROLLO INTEGRADOR', 'retalhuleu')",[],retalhuleu
"('INSTITUTO NACIONAL DE DEPORTES INADEP ', 'retalhuleu')",[],retalhuleu
"('LICEO EVANGELICO GUATEMALTECO ISRAEL', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO LAVAGNIÑO', 'retalhuleu')",[],retalhuleu
"('COLEGIO COSTA SUR', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS', 'retalhuleu')",[],retalhuleu
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED', 'retalhuleu')",[],retalhuleu
"('INSTITUTO PRIVADO TECNICO INDUSTRIAL RETALTECO', 'retalhuleu')",[],retalhuleu
"('INSTITUTO PRIVADO TÉCNICO INDUSTRIAL RETALTECO', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS', 'retalhuleu')",[],retalhuleu
"('COLEGIO PRIVADO MIXTO SAN SEBASTIÁN', 'retalhuleu')",[],retalhuleu
"('CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGÉLICO DE ESTUDIOS INTEGRADOS SAN SEBASTIÁN CEEDISS', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGELICO DE ESTUDIOS INTEGRADOS SAN SEBASTIAN CEEDISS', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA ALDEA SAN LUIS, SAN SEBASTÍAN, RETALHULEU', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCACIONAL MARIA ALICIA GUTIERREZ ', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO SANTA CRUZ', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO OFICIAL DEL NIVEL MEDIO CICLO DE EDUCACION DIVERSIFICADA DE TELEBACHILLERATO', 'retalhuleu')",[],retalhuleu
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CÉSAR AUGUSTO MARTÍNEZ BARRIOS', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MUNICIPAL DE EDUCACION MEDIA Y BACHILLERATO POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR', 'retalhuleu')",[],retalhuleu
"('CENTRO DE ESTUDIOS INTEGRALES CEDEIN', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO TECNOLÓGICO ZAPOTITLÁN', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MUNICIPAL DE EDUCACIÓN MEDIA Y BACHILLERATO POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO SEMINARIO EVANGELICO PRESBITERIANO JV', 'retalhuleu')",[],retalhuleu
"('CENTRO DE ESTUDIOS INTEGRALES', 'retalhuleu')",[],retalhuleu
"('COLEGIO PARTICULAR MIXTO SAN FELIPE  COSANFE ', 'retalhuleu')",[],retalhuleu
"('LICEO PRIVADO MIXTO CHAMPEL', 'retalhuleu')",[],retalhuleu
"('COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO DE FORMACIÓN INTEGRAL SIGLO XXI CEFIS XXI', 'retalhuleu')",[],retalhuleu
"('INSTITUTO BASICO Y BACHILLERATO POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO GUATEMALA COMIXGUA ', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DE EDUCACION BASICA POR MADUREZ Y BACHILLER EN CIENCIAS Y LETRAS POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('COLEGIO CRISTIANO EL VALLE DEL SUR', 'retalhuleu')",[],retalhuleu
"('INSTITUTO PARTICULAR MIXTO SAN FELIPE', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MIXTO MUNICIPAL NOCTURNO DE EDUCACION DIVERSIFICADA', 'retalhuleu')",[],retalhuleu
"('COLEGIO BILINGÜE MUNDO MÁGICO', 'retalhuleu')",[],retalhuleu
"('COLEGIO SAN ANDRÉS VILLA SECA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MIXTO MUNICIPAL MARÍA FLORENCIA ARTEAGA', 'retalhuleu')",[],retalhuleu
"('LICEO TÉCNICO MAQUINENSE LITECMA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA UTZZ KAQI', 'retalhuleu')",[],retalhuleu
"('COLEGIO LICEO RURAL MIXTO TULULÁ', 'retalhuleu')",[],retalhuleu
"('COLEGIO LICEO RURAL MIXTO TULULA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA', 'retalhuleu')",[],retalhuleu
"('COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO', 'retalhuleu')",[],retalhuleu
"('COLEGIO PARTICULAR MIXTO INMACULADA CONCEPCION', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO MIXTO FUTURO DE LOS NIÑOS CEFUNI', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO PAULO COELHO CHAMPERICO', 'retalhuleu')",[],retalhuleu
"('INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS', 'retalhuleu')",[],retalhuleu
"('CENTRO EXPERIMENTAL DEL PACIFICO', 'retalhuleu')",[],retalhuleu
"('COLEGIO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('CENTRO EXPERIMENTAL DEL PACIFICO POR MADUREZ', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO EVANGELICO EMANUEL', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO EL EXITO', 'retalhuleu')",[],retalhuleu
"('COLEGIO CRISTIANO EDUCOM', 'retalhuleu')",[],retalhuleu
"('COLEGIO GENESIS', 'retalhuleu')",[],retalhuleu
"('COLEGIO CRISTIANO MARANATHA', 'retalhuleu')",[],retalhuleu
"('COLEGIO GÉNESIS', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA NUEVO SAN CARLOS', 'retalhuleu')",[],retalhuleu
"('ESCUELA NORMAL INTERCULTURAL', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO ADVENTISTA EL XAB', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO CRISTIANO JESHUA', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO SANTA ELENA', 'retalhuleu')",[],retalhuleu
"('CENTRO EDUCATIVO NUEVO AMANECER', 'retalhuleu')",[],retalhuleu
"('COLEGIO MIXTO TECNOLÓGICO BELEN', 'retalhuleu')",[],retalhuleu
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA', 'retalhuleu')",[],retalhuleu
"('INSTITUTO TECNICO INDUSTRIAL', 'retalhuleu')",[],retalhuleu
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO', 'sacatepequez')",[],sacatepequez
"('LICEO ROSALES', 'sacatepequez')",[],sacatepequez
"('LICEO ANTIGUEÑO', 'sacatepequez')",[],sacatepequez
"('COLEGIO LA SALLE', 'sacatepequez')",[],sacatepequez
"('INSTITUTO NORMAL P/SEÑORITAS OLIMPIA LEAL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO MUNDO VERDE', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI', 'sacatepequez')",[],sacatepequez
"('INSTITUTO TECNICO EMPRESARIAL', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCACIONAL VALLE VERDE', 'sacatepequez')",[],sacatepequez
"('LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI', 'sacatepequez')",[],sacatepequez
"('COLEGIO COLONIAL BILINGUE', 'sacatepequez')",[],sacatepequez
"('COLEGIO AMERICANO SUPERIOR', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA', 'sacatepequez')",[],sacatepequez
"('COLEGIO BELEN', 'sacatepequez')",[],sacatepequez
"('INSTITUTO TECNOLOGICO EMPRESARIAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO LICEO ANTIGÜEÑO', 'sacatepequez')",[],sacatepequez
"('COLEGIO CENTRAL', 'sacatepequez')",[],sacatepequez
"('LICEO SUPERIOR INTERNACIONAL JUAN PABLO II LESI', 'sacatepequez')",[],sacatepequez
"('LICEO MIXTO NUESTRA SEÑORA DE FÁTIMA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA, JORNADA NOCTURNA', 'sacatepequez')",[],sacatepequez
"('COLEGIO TRIDENTINO', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCACIONAL VALLE COLONIAL', 'sacatepequez')",[],sacatepequez
"('CENTRO ACADEMICO NUESTRA EXCELENCIA CANE', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO LICEO SANTA FE', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO INTEGRAL SANTIAGO', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO SAN FELIPE', 'sacatepequez')",[],sacatepequez
"('LICEO POLITECNICO PEDAGOGICO ANTIGUEÑO', 'sacatepequez')",[],sacatepequez
"('COLEGIO INNOVACION EDUCATIVA', 'sacatepequez')",[],sacatepequez
"('LICEO POLITECNICO PEDAGOGICO ANTIGÜEÑO', 'sacatepequez')",[],sacatepequez
"('CEEX ESCUELA DE CAFICULTURA ANTIGUA COFEE', 'sacatepequez')",[],sacatepequez
"('COLEGIO DR. JUAN JOSE AREVALO BERMEJO', 'sacatepequez')",[],sacatepequez
"('COLEGIO ANTIGUA VERDE', 'sacatepequez')",[],sacatepequez
"('COLEGIO ANTIGUA', 'sacatepequez')",[],sacatepequez
"('PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MUNICIPAL DE EDUCACION BASICA', 'sacatepequez')",[],sacatepequez
"('COLEGIO BILINGÜE NUESTRA SEÑORA DE GUADALUPE', 'sacatepequez')",[],sacatepequez
"('CENTRO DE ESTUDIOS TECNOLOGICOS INTEGRALES', 'sacatepequez')",[],sacatepequez
"('INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO', 'sacatepequez')",[],sacatepequez
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX DEPARTAMENTAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO DE COMPUTACION INFORMATICA', 'sacatepequez')",[],sacatepequez
"('COLEGIO CULTURA Y SUPERACION ', 'sacatepequez')",[],sacatepequez
"('TECNOLÓGICO MODERNO CENTRO EDUCACIONAL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO PARTICULAR MARTIN', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO SANTIAGO DE LOS CABALLEROS', 'sacatepequez')",[],sacatepequez
"(' TECNOLOGICO MODERNO CENTRO EDUCACIONAL', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO DEL DISEÑO Y LA ALTA COSTURA', 'sacatepequez')",[],sacatepequez
"('CENTRO PEDAGOGICO ANTIGUEÑO', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO EL VALLE', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO CONSTANCIO C. VIGIL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO DE FORMACION SECRETARIAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO TECNICO CIENTIFICO SAN MIGUEL', 'sacatepequez')",[],sacatepequez
"('LICEO MIXTO NUESTRA SEÑORA DE FATIMA', 'sacatepequez')",[],sacatepequez
"('CENTRO PROFESIONAL EDUCATIVO CPE', 'sacatepequez')",[],sacatepequez
"('INSTITUTO TECNICO VOCACIONAL DE SACATEPEQUEZ', 'sacatepequez')",[],sacatepequez
"('ESCUELA NORMAL DE EDUCACION FISICA', 'sacatepequez')",[],sacatepequez
"('COLEGIO MERCANTIL ANTIGUEÑO', 'sacatepequez')",[],sacatepequez
"('COLEGIO SANTA FAMILIA', 'sacatepequez')",[],sacatepequez
"('LICEO NUESTRA SE%ORA DE FATIMA', 'sacatepequez')",[],sacatepequez
"('COLEGIO LICEO ANTIGUEÑO', 'sacatepequez')",[],sacatepequez
"('TECNOLOGICO MODERNO CENTRO EDUCACIONAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO COMPOSTELA', 'sacatepequez')",[],sacatepequez
"('LICEO EN CIENCIAS COMERCIALES', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO AL COLEGIO MIXTO LICEO LATINO', 'sacatepequez')",[],sacatepequez
"('COLEGIO ADVENTISTA ORION', 'sacatepequez')",[],sacatepequez
"('CENTRO SOCIOEDUCATIVO LICENCIADO MAGNO RUDY ROMERO AREVALO', 'sacatepequez')",[],sacatepequez
"('COLEGIO NUESTRA SEÑORA DE LAS VICTORIAS', 'sacatepequez')",[],sacatepequez
"('CENTRO DE INTEGRACION DE TECNICAS EDUCATIVAS CITE', 'sacatepequez')",[],sacatepequez
"('LICEO CIENCIA Y DESARROLLO', 'sacatepequez')",[],sacatepequez
"('CENTRO SOCIOEDUCATIVO LIC. MAGNO RUDY ROMERO AREVALO', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO LICEO LATINO', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO MONTESSORI', 'sacatepequez')",[],sacatepequez
"('INSTITUTO TECNICO DIVERSIFICADO PARA SECRETARIADO Y OFICINISTA CON ORIENT. JURIDICA Y BACH. EN TURISMO Y HOTELERIA ', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO INTEGRAL NUESTRA SEÑORA DEL CARMEN', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO ADVENTISTA ORION ', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO A COLEGIO MIXTO LICEO LATINO', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO LICEO LATINO ', 'sacatepequez')",[],sacatepequez
"('LICEO MIXTO BILINGUE EMPRESARIAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO', 'sacatepequez')",[],sacatepequez
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DE PASTORES', 'sacatepequez')",[],sacatepequez
"('COLEGIO LA ESPERANZA', 'sacatepequez')",[],sacatepequez
"('COLEGIO LICEO MIXTO SAN DIONISIO', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO MUNICIPAL', 'sacatepequez')",[],sacatepequez
"('COLEGIO CRISTIANO AVIVANDO EL FUEGO', 'sacatepequez')",[],sacatepequez
"('LICEO MIXTO SAN DIONISIO', 'sacatepequez')",[],sacatepequez
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM', 'sacatepequez')",[],sacatepequez
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SERGIO LEONEL CELIS NAVAS', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO TECNOLOGICO DESARROLLO INTEGRAL CETEDI', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO LICEO LA SAGRADA FAMILIA', 'sacatepequez')",[],sacatepequez
"('COLEGIO DE COMPUTACION MIXTO GUATEMALTECO', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO SHALOM PAZ CONTIGO', 'sacatepequez')",[],sacatepequez
"('COLEGIO METODISTA LA SENDA', 'sacatepequez')",[],sacatepequez
"('JUDA', 'sacatepequez')",[],sacatepequez
"('CENTREO EDUCATIVO INTEGRAL GLOAMIEL CAMPUS ALTIPLANO', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO INTEGRAL GLOAMIEL', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO JUDA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA SERGIO LEONEL CELIS NAVAS', 'sacatepequez')",[],sacatepequez
"('CENTRO DE EDUCACION EXTRA ESCOLAR CEEX', 'sacatepequez')",[],sacatepequez
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'sacatepequez')",[],sacatepequez
"('COLEGIO VIRTUD Y CIENCIA POR MADUREZ', 'sacatepequez')",[],sacatepequez
"('INSTITUTO CIENTIFICO INDUSTRIAL INCI', 'sacatepequez')",[],sacatepequez
"('LICEO CIENTIFICO TECNOLOGICO ISRAEL ', 'sacatepequez')",[],sacatepequez
"('LICEO CIENTIFICO TECNOLOGICO ISRAEL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA', 'sacatepequez')",[],sacatepequez
"('COLEGIO LICEO CLASICO MIXTO EN COMPUTACION GUATEMALTECO', 'sacatepequez')",[],sacatepequez
"('COLEGIO BILINGUE SANTO DOMINGO', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXO MUNICIPAL NAWAL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO MUNICIPAL NAWAL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA', 'sacatepequez')",[],sacatepequez
"('COLEGIO CENTRO DE APRENDIZAJE INTELECTO INTELLEGO', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO LICEO EL CARMEN', 'sacatepequez')",[],sacatepequez
"('COLEGIO BILINGUE LATINOAMERICANO', 'sacatepequez')",[],sacatepequez
"('LICEO EL CARMEN', 'sacatepequez')",[],sacatepequez
"('INSTITUTO TECNOLOGICO EBENEZER', 'sacatepequez')",[],sacatepequez
"('COLEGIO CRISTIANO TEN FE', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO LOMA LINDA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO MUNICIPAL SANTIAGO SACATEPEQUEZ', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO EVANGELICO BUENAS NUEVAS', 'sacatepequez')",[],sacatepequez
"('COLEGIO CRISTIANO MIXTO ALELUYA', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS', 'sacatepequez')",[],sacatepequez
"('LICEO MIXTO BILINGUE REAL MINERVA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA', 'sacatepequez')",[],sacatepequez
"('COLEGIO BILINGUE SAN LUCAS', 'sacatepequez')",[],sacatepequez
"('CENTRO DE ENSEÑANZA EDUCARE', 'sacatepequez')",[],sacatepequez
"('COLEGIO VALLE AMERICANO', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO TEZULUTLAN', 'sacatepequez')",[],sacatepequez
"('LICEO JOHN DEWEY', 'sacatepequez')",[],sacatepequez
"('COLEGIO BILINGÜE CAMPO VERDE', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO LA COLINA', 'sacatepequez')",[],sacatepequez
"('TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO GETSEMANI', 'sacatepequez')",[],sacatepequez
"('COLEGIO APRENDIENDO A CRECER', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO INTEGRAL', 'sacatepequez')",[],sacatepequez
"('INSTITUTO SANTA MARIA DEL NUEVO EXODO', 'sacatepequez')",[],sacatepequez
"('LICEO COMERCIAL ARGENTINO GUATEMALTECO ', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO PARTICULAR JOSE JOAQUIN PALMA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO POR COOPERATIVA DE ENSEÑANZA', 'sacatepequez')",[],sacatepequez
"('TECNOLOGICO DON BOSCO', 'sacatepequez')",[],sacatepequez
"('LICEO CRISTIANO DE ESTUDIOS AVANZADOS ELIM', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO', 'sacatepequez')",[],sacatepequez
"('INSTITUTO PEDAGOGICO MILPAS ALTAS', 'sacatepequez')",[],sacatepequez
"('INSTITUTO TECNOLOGICO DE MILPAS ALTAS', 'sacatepequez')",[],sacatepequez
"('LICEO SANTA LUCIA', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO CRISTIANO VIDA Y ESPERANZA', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO HERMANO PEDRO', 'sacatepequez')",[],sacatepequez
"('COLEGIO TECNICO INTERACTIVO', 'sacatepequez')",[],sacatepequez
"('COLEGIO CRISTIANO SABER Y GRACIA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO DE EDUCACION PARA ADULTOS EN SUPERACION IDEAS', 'sacatepequez')",[],sacatepequez
"('IDEAS INSTITUTO', 'sacatepequez')",[],sacatepequez
"('COLEGIO MIXTO SANTO TOMAS APOSTOL', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO BILINGUE FASE', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MUNICIPAL MIXTO DE EDUCACION', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO DEEPSTREAM', 'sacatepequez')",[],sacatepequez
"('LOVE GUATEMALA', 'sacatepequez')",[],sacatepequez
"('INSTITUTO MUNICIPAL MIXTO DE EDUCACIÓN', 'sacatepequez')",[],sacatepequez
"('COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE LOURDES', 'sacatepequez')",[],sacatepequez
"('LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA', 'sacatepequez')",[],sacatepequez
"('CENTRO DE ESTUDIOS CIUDAD VIEJA', 'sacatepequez')",[],sacatepequez
"('LICEO TERESA DE AVILA', 'sacatepequez')",[],sacatepequez
"('COLEGIO VALLE DE ALMOLONGA', 'sacatepequez')",[],sacatepequez
"('LICEO MIXTO INTEGRAL', 'sacatepequez')",[],sacatepequez
"('ESCUELA ECOLOGICA Y AMBIENTAL LAND FOREST DE GUATEMALA', 'sacatepequez')",[],sacatepequez
"('CENTRO EDUCATIVO MIXTO LICEO DEL VALLE', 'sacatepequez')",[],sacatepequez
